procedure_name,speciality_classification,cost_inr
Thyroidectomy (-Hemi/subtotal/ Total) with neck,Cancer Surgery,31214.9965
Thyroidectomy with Tracheal Resection,Cancer Surgery,56655.59684210527
Tikhoff Lindberg,Cancer Surgery,31227.017
Tilt Training/Neuro-Rehab Basic (per session),Physiotherapy,302.6215
"Tissue Conditioning, Maxillary/Mandibular",Dental Procedure,300.10526315789474
Toe Nail Removal,General Surgery,988.2715789473684
Tongue Tie excision,ENT Procedure,8558.40894736842
Tongue composite resection/Commando Tracheal resection with anastomosis.,Cancer Surgery,31522.14210526316
Tongue wide excision per oral with neck dissection.,Cancer Surgery,25174.87210526316
Tongue wide excision per oral.,Cancer Surgery,15746.064210526314
Tongue/Floor of the Mouth-Pull through necck.,Cancer Surgery,31126.702
Tonsillectomy,ENT Procedure,26065.413
Tonsillectomy.,Cancer Surgery,15600.482999999998
Tooth Splinting -General,Dental Procedure,1512.3205
Tooth Supported Overdenture Per Arch,Dental Procedure,7544.621499999999
Torsion Testis Operation,Paediatric Surgery Procedure,33411.747
Total Amputation & Excision of External Auditory Meatus,ENT Procedure,18870.113
Total Amputation of Pinna,ENT Procedure,19051.524
Total Ankle Joint Replacement (TAR) - Unilateral,Orthopaedics Procedure,122287.2935
Total Colectomy,Abdomen/GI Surgery Procedure,41872.8825
Total Elbow Joint Replacement - Unilateral,Orthopaedics Procedure,104064.9052631579
Total Esophagectomy (Trans Thoracic),Cancer Surgery,56883.438
Total Esophagectomy (Transhiatal),Cancer Surgery,43961.2485
Total Finger Joint Replacement,Orthopaedics Procedure,59833.673
Total Hip Replacement (THR),Orthopaedics Procedure,121153.106
Total Hip Replacement (THR) Revision Stage-I,Orthopaedics Procedure,92537.8965
Total Hip Replacement (THR) Revision Stage-II,Orthopaedics Procedure,122003.8305
Total Iron Binding Capacity (TIBC),Laboratory Investigation,297.69
Total Knee Joint Replacement (TKR) - Unilateral,Orthopaedics Procedure,145342.24263157893
Total Knee Replacement (TKR) Revision Stage-I,Orthopaedics Procedure,93008.5994736842
Total Knee Replacement (TKR) Revision Stage-II,Orthopaedics Procedure,123023.01
Total Laparoscopic Hysterectomy with or without BSO,Obstetrics And Gynaecology Procedure,59718.0705
Total Leucocytic Count (TLC),Laboratory Investigation,50.036
Total Protein Albumin/Globulin Ratio (A/G Ratio),Laboratory Investigation,70.8225
"Total Red Cell count with MCV,MCH,MCHC,DRW",Laboratory Investigation,50.4625
Total Shoulder Joint Replacement - Unilateral,Orthopaedics Procedure,121856.48736842105
Total Thyroidectomy,ENT Procedure,50299.58894736842
Total Wrist Joint Replacement - Unilateral,Orthopaedics Procedure,122040.926
Total amputation of the Penis,Nephrology And Urology Procedure,40776.6735
Trabeculectomy per eye,Ophthalmology Procedure,18956.0925
Trabeculectomy with Trabeculotomy- Both Eyes,Ophthalmology Procedure,33217.03842105263
Trabeculotomy /kahook dual blade goniotomy excluding blade cost per eye,Ophthalmology Procedure,19131.5985
Tracheal Resection,Cancer Surgery,56963.66315789474
Tracheal Stenosis Excision,ENT Procedure,40662.512
Tracheal Stent,Cancer Surgery,31541.438
Tracheal wall partial resection.,Cancer Surgery,25125.349
Tracheoesophageal Fistula (Correction Surgery),Paediatric Surgery Procedure,50500.692
Tracheostom-y,Cancer Surgery,6916.446000000001
Tracheostomy,ENT Procedure,13396.2605
Trans Oral Surgery,Neuro-Surgery Procedure,50224.9665
Trans Sphenoidal Surgery,Neuro-Surgery Procedure,50512.681
Trans Thoracic Needle Biopsy Genitourinary/,Cancer Surgery,6826.349499999999
Trans-obturator tapes for Stress incontinence,Obstetrics And Gynaecology Procedure,40470.2055
Trans-sphenoidal surgery,Cancer Surgery,56534.831000000006
Transarterial Chemoembolization (TACE),Interventional Radiological Procedure,53167.61894736842
"Transcatheter Aortic Valve Implantation (TAVI) / Transcatheter Aortic Valve Replacement (TAVR) - Procedure Cost. (Approval of Director, CGHS in consultation with Special Technical Committee (STC) is required for this procedure)",Cardiology Procedure,95676.9935
Transcervical/Hysteroscopic Polypectomy,Obstetrics And Gynaecology Procedure,12503.1
Transjugular Intrahepatic Portosystemic Shunt (TIPS),Gastroenterology/Interventional Radiology Procedures,50674.952000000005
Transrectal Ultrasound (TRUS) guided prostate biopsy,Nephrology And Urology - Biopsy,9086.3575
Transurethral Resection of Prostate (TURP),Nephrology And Urology Procedure,59854.712
Transurethral Resection of Prostate (TURP) with Cystolithotripsy,Nephrology And Urology Procedure,60019.4495
Transvaginal tapes for Stress incontinence,Obstetrics And Gynaecology Procedure,33326.0065
Treadmill Test (TMT),Cardiology Investigation,1120.9355
Triglycerides,Laboratory Investigation,149.7865
"Triple Marker Test (AFP,HCG,UE3)",Laboratory Investigation,1513.0025
Triple Phase CT abdomen,Radiological Investigation,5137.8115
Trisomy 12,Oncology Investigations,2455.3247368421053
Trisomy 21,Oncology Investigations,2415.125
"Trisomy 4, 10 & 17",Oncology Investigations,3488.0550000000003
Trisomy 8,Oncology Investigations,2407.492777777778
Troponin I,Laboratory Investigation,692.066
Troponin T,Laboratory Investigation,697.1168421052631
Trucut Needle Biopsy- (excluding the cost of Needle/Biopsy Gun if used),Biopsies,3812.2755
Tube Plaster (or plaster cylinder),Orthopaedics Procedure,4923.5775
Tubular external fixator,Orthopaedics Procedure,33053.657
Turbinectomy,ENT Procedure,12759.832105263158
Twist Drill Craniostomy,Neuro-Surgery Procedure,40812.65052631579
Tympanoplasty,ENT Procedure,33525.8305
Tympanotomy,ENT Procedure,26155.1375
Typhidot IgM,Laboratory Investigation,400.831
UBM- Ultrasound bio microscopy- Both Eyes,Ophthalmology Investigation,1000.753
UGT1A1 Gene Analysis,Laboratory Investigation,6097.0535
USG Breast including relevant Lymph nodes- Bilateral/Unilateral,Radiological Investigation,799.7336842105263
USG Colour Doppler Pregnancy / Fetal Doppler/Umbilical Doppler/Uterine Vessel Doppler,Radiological Investigation,1677.4705263157894
USG Guided Intervention - Specialized Procedures excluding cost of Catheter or biopsy gun,Interventional Radiological Procedure,2995.943
USG Guided Intervention -Therapeutic,Interventional Radiological Procedure,1994.28
USG Guided Intervention- Diagnostic,Interventional Radiological Procedure,1009.807
USG Hysterosalpingography (HSG),Radiological Investigation,2392.75
"USG Large Parts (Joints/Chest,...etc)",Radiological Investigation,798.0435
USG Neonatal spine,Radiological Investigation,995.7494736842106
USG Obstetrics for Anomalies scan,Radiological Investigation,2009.706
"USG Small parts (scrotum, thyroid, parathyroid etc)",Radiological Investigation,768.941
USG Transvaginal sonography (TVS for Follicular monitoring /aspiration) /TVS for follicular monitoring/pelvic pathology/ET measurement,Radiological Investigation,1002.595
USG Whole Abdomen Including Pelvis and post Void urine,Radiological Investigation,791.8430000000001
Ulna Lower End Excision,Cancer Surgery,25282.434
Ultra Sonic Therapy /Short Wave Diathermy / Microwave/ Long Wave Diathermy /Infrared/IFT) (per session),Physiotherapy,301.3063157894737
Ultrasonographic myolysis,Obstetrics And Gynaecology Procedure,25814.7715
"Ultrasound A- Scan/optical biometry[lenstar, IOL master] - Both Eyes",Ophthalmology Investigation,1005.541
Ultrasound B- Scan - Both Eyes,Ophthalmology Investigation,496.419
Ultrasound Guided Percutaneous Nephrostomy (PCN),Nephrology And Urology Procedure,19234.4545
Ultrasound guided kidney Biopsy,Nephrology And Urology - Biopsy,9203.4955
Ultraviolet (UV) radiation for cross-linking for keratoconus /C3R/KXL - Both Eyes,Ophthalmology Procedure,20010.502
Umbilical Hernia Repair - excluding the cost of mesh and tacker,Abdomen/GI Surgery Procedure,33114.90894736842
Ureter(s) Reimplantation of Ureterectomy + Bladder Cuff,Cancer Surgery,43893.21
Ureteric Catheterisation/DJ Stenting,Nephrology And Urology Procedure,18940.185
Ureteric Reimplant for Megaureter / Vesicoureteric reflux/ ureterocele (Laparoscopic),Nephrology And Urology Procedure,40900.755
Ureteric Reimplant for Megaureter/ Vesicoureteric reflux/ureterocele (Open),Nephrology And Urology Procedure,41140.361
Uretero-Colic anastomosis,Nephrology And Urology Procedure,41009.2255
Ureterolithotomy -open,Nephrology And Urology Procedure,41083.97631578948
Ureterolithotomy-Lap/Endoscopic,Nephrology And Urology Procedure,50130.95684210526
Ureteroscopic Resection,Cancer Surgery,44494.1625
Ureteroscopic Surgery,Nephrology And Urology Procedure,33128.1925
Ureteroscopy,Cancer Surgery,44284.84210526316
Ureterostomy - Cutaneous,Nephrology And Urology Procedure,33553.155
Urethral Dilatation,Cancer Surgery,15883.736
Urethral Reconstruction - substitution urethroplasty (Transpubic urethroplasty),Nephrology And Urology Procedure,50122.8515
Urethral Reconstruction -End to end anastomosis,Nephrology And Urology Procedure,40220.9665
Urethrectomy,Cancer Surgery,43457.9535
Urethroplasty,Cancer Surgery,56205.628
Urethroplasty 1st Stage,Nephrology And Urology Procedure,41268.886
Urethroscopy/ Cystopanendoscopy,Nephrology And Urology Procedure,13203.9775
Urethrotomy Visual Internal,Cancer Surgery,31456.033000000003
Urinary Chloride,Laboratory Investigation,150.7915789473684
Urinary Vanillylmandelic Acid (VMA),Laboratory Investigation,2177.9155
Urinary bladder Catheterisation,General Procedure,700.4125
Urinary calcium,Laboratory Investigation,149.47
Urinary copper,Laboratory Investigation,844.4547368421053
Urinary free catecholamine,Laboratory Investigation,2488.34
Urinary metanephrine/Normetanephrine,Laboratory Investigation,2885.7325
Urinary potassium,Laboratory Investigation,149.44
Urinary sodium,Laboratory Investigation,149.77105263157895
Urine Bile Pigment and Salt,Laboratory Investigation,70.7678947368421
Urine For Myoglobin,Laboratory Investigation,548.7565000000001
Urine Ketones,Laboratory Investigation,69.446
Urine Microalbumin,Laboratory Investigation,243.9435
Urine Occult Blood,Laboratory Investigation,69.6225
Urine Pregnancy Test(UPT),Laboratory Investigation,99.83894736842106
"Urine Routine- pH, Specific Gravity, Sugar, Protein and Microscopy",Laboratory Investigation,100.24
Urine Total Proteins,Laboratory Investigation,69.15789473684211
Urine Urobilinogen,Laboratory Investigation,70.3845
Urodynamic Study (Cystometry),Nephrology And Urology Investigation,3024.283
Uroflow Study (Uroflowmetry),Nephrology And Urology Investigation,993.632
Uvulo-palatoplasty,ENT Procedure,33386.572499999995
V Beta Repertoire Analysis by Flow Cytometry for T-Cell Clonality,Oncology Investigations,12171.1105
VAC Therapy/Dressing including all Consumables,Burns And Plastic Surgery Procedure,10035.5835
VEP- visually evoked potential - Both Eyes,Ophthalmology Investigation,1779.7485
Vaginal Colpopexy/colpopexy-abdominal,Obstetrics And Gynaecology Procedure,41252.047
Vaginal Hysterectomy ( including of BSO) with or without repairs,Obstetrics And Gynaecology Procedure,40543.574
Vaginal Reconstruction,Cancer Surgery,55774.493
Vaginal Vesicovaginal Fistula (VVF) Repair,Obstetrics And Gynaecology Procedure,60069.9005263158
Vaginal/Cervical Myomectomy,Obstetrics And Gynaecology Procedure,40682.5425
Vaginoplasty,Obstetrics And Gynaecology Procedure,40731.485
Vagotomy Pyloroplasty / Gastro Jejunostomy,Abdomen/GI Surgery Procedure,41024.445
Valproic acid.,Laboratory Investigation,604.6189999999999
Vanillylmandelic Acid (VMA),Laboratory Investigation,1602.9485
Varicose vein Surgery-Trendelenburg Operation with Suturing or Ligation,Cardiovascular And Cardiac Surgery Procedure,24225.022222222226
Vascular Embolization,Gastroenterology/Interventional Radiology Procedures,40630.8685
Vascular Malformations,Neuro-Surgery Procedure,92246.8865
Vascular Repair,Cardiovascular And Cardiac Surgery Procedure,73125.6975
Veneer - Ceramic paediatric,Dental Procedure,2985.2215
Venereal Disease Research Laboratory Test (VDRL),Laboratory Investigation,100.7325
Venesection,General Procedure,705.6094736842106
Venography,Cardiology Investigation,5023.228
Venous Colour Doppler Bilateral,Radiological Investigation,1008.5375
Ventilator charges (Per day) inclusive of associated disposables,Critical Care,2999.877
Ventral /incisional Hernia Repair - excluding the cost of mesh and tacker,Abdomen/GI Surgery Procedure,33115.02526315789
Ventricular Septal Defect (VSD) with Graft / VSD Device Closure excluding the cost of the Device,Cardiovascular And Cardiac Surgery Procedure,114417.53800000002
Ventricular Tapping,Neuro-Surgery Procedure,33146.76684210526
Ventriculoatrial /Ventriculoperitoneal Shunt,Neuro-Surgery Procedure,49906.6505
Vertebroplasty,Orthopaedics Procedure,72364.84157894737
Vesicovaginal Fistula (VVF) Repair (Laparoscopic),Nephrology And Urology Procedure,50688.30055555556
Vesicovaginal Fistula (VVF) Repair (Open),Nephrology And Urology Procedure,40528.353500000005
Vestibular Evoked Myogenic Potential (VEMP),ENT Investigation,2733.08
Video Assisted Thoracoscopic Surgery (VATS) for Decortication of Lungs/Thymectomy/Other Major Surgeries,Cardiovascular And Cardiac Surgery Procedure,172812.81736842106
Video Bronchoscopy with BAL,Pulmonology Procedure,11078.7425
Video Laryngoscopy,ENT investigation,6081.5305
Videonystagmography(VNG),ENT Investigation,2484.6115
Videostroboscopy,ENT Investigation,5506.558
Vidian neurectomy for vasomotor Rhinitis,ENT Procedure,26073.8305263158
Viral culture,Laboratory Investigation,597.346
Vitamin B12 Assay.,Laboratory Investigation,599.8979999999999
Vitrectomy +membrane peeling +fluid air exchange+endolaser+ gas/silicon oil tamponade per eye,Ophthalmology Procedure,38082.5675
Vitrectomy +phaco fragmentation/ IOL drop +/- secondary IOL per eye,Ophthalmology Procedure,23686.54555555556
Vitrectomy- pars plana including Fluid air exchange (per eye),Ophthalmology Procedure,33499.152500000004
Vitreous biopsy per eye,Ophthalmology Biopsy,4965.8285
Voiding-cysto-urethrogram and retrograde urethrogram (Nephrostogram),Nephrology And Urology Investigation,8544.061
Vulva Hemivulvectomy,Cancer Surgery,25200.644736842107
Vulva Wide Excision,Cancer Surgery,25105.7615
Vulvectomy -Simple,Obstetrics And Gynaecology Procedure,32930.256
Vulvectomy Radical,Cancer Surgery,31776.2125
Vulvectomy Total,Cancer Surgery,31528.8
Warren Shunt (Distal Splenorenal Shunt),Abdomen/GI Surgery Procedure,49949.136
Weil Felix Agglutination Test,Laboratory Investigation,502.03100000000006
Whole Body Bone Scan with SPECT.,Nuclear Medicine Investigation,5056.322105263158
Whole Body Scan with MIBG,Nuclear Medicine Investigation,13551.214736842108
Whole body MRI (For oncological workup),Radiological Investigation,9147.308
Widal Test,Laboratory Investigation,69.30105263157895
Wide excision -Lip and Neck.,Cancer Surgery,25342.15263157895
Wide excision Lip lesion.,Cancer Surgery,15714.3705
Wide excision floor of the mouth/Neck,Cancer Surgery,25306.633
X Ray Abdomen & Pelvis for KUB,Radiological Investigation,233.0305
X Ray Abdomen AP Supine or Erect (One film),Radiological Investigation,251.2905
X Ray Abdomen Lateral view (one film),Radiological Investigation,210.84
X Ray Chest Lateral (one film),Radiological Investigation,228.8625
X Ray Chest PA /AP/ Oblique view (one film),Radiological Investigation,228.89
"X Ray Extremities (Hand/Leg/Feet/Finger/Toe) bones & Joints (Hip/ Knee/Ankle / shoulder/ Wrist / fingers/Toes, etc) AP & Lateral views (standing or weight bearing)(Two films)",Radiological Investigation,377.5875
X Ray Mammography - Bilateral/Unilateral,Radiological Investigation,1374.391
"X Ray Mastoids: Towne view, oblique views (3 films)",Radiological Investigation,502.0026315789473
X Ray Paranasal sinuses (PNS) view (1 film),Radiological Investigation,199.382
X Ray Pelvis AP (one film),Radiological Investigation,201.9245
"X Ray Skull AP & Lateral (2 films)/ Extra oral radiographs - All skull views, TMJ, Lateral oblique [Dental]",Radiological Investigation,400.7463157894737
X Ray Spine AP & Lateral (2 films),Radiological Investigation,399.5152631578947
X Ray Temporomandibular (TM) Joints (one film),Radiological Investigation,250.74894736842109
X Ray orbit -Bilateral,Ophthalmology Investigation,351.8657894736842
X ray Arthrography,Radiological Investigation,1988.9005
XX/XY (Chimerism Studies) in Sex mismatch Bone Marrow Transplantation (BMT),Oncology Investigations,2441.318
YAG Laser capsulotomy per eye,Ophthalmology Procedure,4935.275
YAG Laser iridotomy / Hyaloidotomy/Laser suture lysis post trabeculectomy per eye,Ophthalmology Procedure,5016.7735
Young's operation for Atrophic rhinitis,ENT Procedure,18859.417
dissection.,Cancer Surgery,31561.87842105263
excision Chordectomy.,Cancer Surgery,25555.36736842105
hysteroscopic resection of uterine septum,Obstetrics And Gynaecology Procedure,33519.5925
