sno,procedure_name,speciality,tier,facility,ward,cghs_code,rate
2219,Stress Myocardial Perfusion Imaging (MPI) - pharmacological,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI008,9200.0
2220,Stress Myocardial Perfusion Imaging (MPI)- exercise,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI007,9200.0
2221,Stress Thallium / Myocardial Perfusion Scintigraphy,Cardiology Investigation,TIER I,NABH,GENERAL WARD,CI009,13400.0
2222,Styloidectomy,ENT Procedure,TIER I,NABH,GENERAL WARD,EP052,19000.0
2223,Sub Mandibular Duct Lithotomy,ENT Procedure,TIER,NABH,GENERAL,EP048,6800.0
2224,Sub-Total mandibulectomy with graft,Dental Procedure,TIER,NABH,GENERAL,DP102,33250.0
2225,Sub-Total mandibulectomy without graft,Dental Procedure,TIER I,NABH,GENERAL WARD,DP103,28500.0
2226,Subclavian Catheterization for Haemodialysis,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU109,6000.0
2227,Subconjunctival/sub-tenon-s injections in both eyes,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP002,800.0
2228,Subconjunctival/sub-tenon-s injections in one eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP001,500.0
2229,Subcutaneous Pedicle Flaps Delay,Burns And Plastic Surgery Procedure,TIER I,NABH,GENERAL WARD,BP015,26125.0
2230,Subcutaneous Pedicle Flaps Raising,Burns And Plastic Surgery Procedure,TIER I,NABH,GENERAL WARD,BP014,26125.0
2231,Subcutaneous Pedicle Flaps Transfer,Burns And Plastic Surgery Procedure,TIER I,NABH,GENERAL WARD,BP016,26125.0
2232,Subdural Tapping,Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS010,12730.0
2233,Submandibular gland excision (TMH - Head & Neck) (G2S10),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH038,11250.0
2234,Submucous Resection,ENT Procedure,TIER I,NABH,GENERAL WARD,EP018,12730.0
2235,Subtotal Thyroidectomy,ENT Procedure,TIER I,NABH,GENERAL WARD,EP080,40850.0
2236,Suction Evacuation Vesicular Mole,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG022,26125.0
2237,Suprapubic Drainage (Cystostomy/vesicostomy),Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU043,19000.0
2238,Surface Marker Complete Panel,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA155,12165.0
2239,Surface Marker Individual,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA156,1900.0
2240,Surgery for Scalp Arteriovenous Malformations (AVMs),Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS085,59850.0
2241,Surgery for Skull Fractures,Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS070,72200.0
2242,Surgery for intracranial Arteriovenous malformations (AVM),Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS073,92150.0
2243,Surgery for recurrent disc prolapse/epidural fibrosis,Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS076,59850.0
2244,Surgical - Apicectomy/ Periapical surgery without bone grafting,Dental Procedure,TIER I,NABH,GENERAL WARD,DP039,700.0
2245,Surgical Augmentation/Alveolectomy per Arch,Dental Procedure,TIER I,NABH,GENERAL WARD,DP021,3500.0
2246,Surgical management of PPH (Uterine compression stitches/stepwise devascularisation)/peripartum hysterectomy,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG072,19000.0
2247,Surgical posterior capsulotomy one eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP074,10000.0
2248,Sustained low efficiency haemodialysis /haemodialysis,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU120,9200.0
2249,Suturing of lid lacerations- Both Eyes,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP045,5000.0
2250,Suturing of small wounds,General Surgery,TIER I,NABH,GENERAL WARD,GS003,1375.0
2251,Syndactyly Repair Burns And Plastic Surgery Procedure,,TIER I,NABH,GENERAL WARD,BP031,33250.0
2252,Syringing (Ear),ENT Procedure,TIER I,NABH,GENERAL WARD,EP003,500.0
2253,T-cell Acute Lymphoblastic Leukemia (T-ALL) Panel,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA158,15170.0
2254,"T3, T4, TSH -Thyroid Function Test (TFT)",Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB160,450.0
2255,TAH (Total Abdominal Hysterectomy) (TMH - Genitourinary / Gynaecology) (G3S103),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH180,18000.0
2256,TAH + BSO + Node Sampling (TMH - Genitourinary / Gynaecology) (G3S105),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH182,18000.0
2257,TAH + BSO + Omento + Node Dissection (TMH - Genitourinary / Gynaecology) (G6S49),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH395,40500.0
2258,TAH + BSO + Pelvic Lymphadenectomy + Para-aortic Lymphadenectomy (TMH - Genitourinary / Gynaecology) (G6S50),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH396,40500.0
2259,TAH+ BSO + Omentectomy (TMH - Genitourinary / Gynaecology) (G4S85),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH284,22500.0
2260,TAH+ Bilateral Salpingo-Oopherectomy (TMH - Genitourinary / Gynaecology) (G3S104),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH181,18000.0
2261,TAVI / TAVR Implant (cost of implant only),Cardiology,TIER,NABH,GENERAL,CP022,1284000.0
2262,TCR-A rearrangement: 14q11,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA159,4690.0
2263,TERT Promoter Mutation Assay,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA160,5805.0
2264,TFE-3 FISH,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA161,12080.0
2265,TORCH Test,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB249,1288.0
2266,TPHA,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB329,400.0
2267,TPMT (Thiopurine Methyl Transferase) Genotyping,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA162,5100.0
2268,TSH Receptor Antibody,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB315,1200.0
2269,TTT- Transpupillary thermal therapy per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP084,8500.0
2270,Tacrolimus Level,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB245,2645.0
2271,Talar/Calcaneal Resection (TMH - Bone & Soft Tissue) (G3S71),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH148,18000.0
2272,Tarsorrhaphy- Both Eyes,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP044,3000.0
2273,Telecanthus correction- Both Eyes,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP057,12730.0
2274,Temporal Bone Resection (TMH - Head & Neck) (G5S5),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH302,31500.0
2275,Temporal Bone Subtotal Resection,Head and Neck Surgery,TIER I,NABH,GENERAL WARD,HN001,40850.0
2276,Temporary Pacemaker Implantation (TPI) (Temporary Cardiac Pacing),Cardiology Procedure,TIER,NABH,GENERAL,CP005,20064.0
2277,Temporary restoration,Dental Procedure,TIER I,NABH,GENERAL WARD,DP026,150.0
2278,Temporomandibular(TM) joint ankylosis- under GA/Open /Closed Reduction,Dental Procedure,TIER I,NABH,GENERAL WARD,DP099,19000.0
2279,Tendon Lengthening/Tendon repair,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR057,26125.0
2280,Tendon Transfer,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR058,33250.0
2281,Tendon with Transplant or Graft,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR056,40850.0
2282,Tension Band Wirings,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR042,26125.0
2283,Terminal Colostomy,Abdomen/GI Surgery Procedure,TIER I,NABH,GENERAL WARD,AG065,31350.0
2284,Testicular Biopsy,Nephrology And Urology - Biopsy,TIER I,NABH,GENERAL WARD,NU002,13400.0
2285,Testicular Biopsy (TMH - Genitourinary / Gynaecology) (G1S27),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH027,4500.0
2286,Testicular Scan with Technetium 99m Pertechnetate,Nuclear Medicine Investigation,TIER I,NABH,GENERAL WARD,NM009,1700.0
2287,"Tests for Antiphospholipid Antibody IgG, IgM (for Cardiolipin and B2 Glycoprotein 1)",Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB033,1000.0
2288,"Tests for Hypercoagulable States- Protein C, Protein S, Antithrombin",Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB031,3380.0
2289,Tests for Lupus Anticoagulant,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB032,1300.0
2290,Tests for Sickling / Hb HPLC),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB035,1000.0
2291,Tetralogy of Fallot (TOF)/TAPVC/TCPC/REV/RSOV repair,Cardiovascular And Cardiac Surgery Procedure,TIER I,NABH,GENERAL WARD,CV006,171000.0
2292,Thalassemia Studies (Red Cell Indices and Hb HPLC),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB034,1000.0
2293,Thermal balloon ablation.,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG058,33250.0
2294,Thoraco Abdominal Aneurysm Repair,Cardiovascular And Cardiac Surgery Procedure,TIER I,NABH,GENERAL WARD,CV030,224200.0
2295,Thoracoscopic Excision (TMH - Thoracic & Paediatric) (G4S79),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH278,22500.0
2296,Thoracoscopic Lobectomy/ Pneumonectomy (TMH - Thoracic & Paediatric) (G6S23),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH370,40500.0
2297,Thoracoscopic Pleurectomy (TMH - Thoracic & Paediatric) (G4S76),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH275,22500.0
2298,Thoracoscopy-Diagnostic (TMH - Thoracic & Paediatric) (G2S34),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH062,11250.0
2299,Thoracoscopy-Therapeutic (TMH - Thoracic & Paediatric) (G3S93),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH170,18000.0
2300,Thoracotomy-Inoperable (TMH - Thoracic & Paediatric) (G2S35),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH063,11250.0
2301,Thorax (Trucut Biopsy) (TMH - Thoracic & Paediatric) (G1S20),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH020,4500.0
2302,Thorax Re-Exploration (TMH - Thoracic & Paediatric) (G3S94),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH171,18000.0
2303,Three phase whole body Bone Scan,Nuclear Medicine Investigation,TIER I,NABH,GENERAL WARD,NM002,6000.0
2304,Thymectomy with Vascular Surgery/Lung (TMH - Thoracic & Paediatric) (G6S24),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH371,40500.0
2305,Thyroglobulin antibody,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB240,700.0
2306,Thyroglobulin.,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB175,700.0
2307,Thyroid Scan with Technetium 99m Pertechnetate,Nuclear Medicine Investigation,TIER I,NABH,GENERAL WARD,NM011,1900.0
2308,Thyroid Uptake measurements with 131-Iodine.,Nuclear Medicine Investigation,TIER I,NABH,GENERAL WARD,NM010,2500.0
2309,Thyroid binding globulin,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB231,1100.0
2310,Thyroid peroxidase antibody (TPO),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB174,700.0
2311,Thyroid stimulating hormone (TSH),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB161,200.0
2312,Thyroid-Hemi/Subtotal/Total Thyroidectomy (TMH - Head & Neck) (G3S16),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH093,18000.0
2313,Thyroidectomy (Hemi/Subtotal/Total) with neck dissection (TMH - Head & Neck) (G4S9),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH208,22500.0
2314,Thyroidectomy with Tracheal Resection (TMH - Thoracic & Paediatric) (G6S25),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH372,40500.0
2315,Tikhoff Linberg (TMH - Bone & Soft Tissue) (G4S57),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH256,22500.0
2316,Tilt Training/Neuro-Rehab Basic (per session),Physiotherapy,TIER I,NABH,GENERAL WARD,PT011,300.0
2317,"Tissue Conditioning, Maxillary/Mandibular",Dental Procedure,TIER I,NABH,GENERAL WARD,DP040,300.0
2318,Toe Nail Removal,General Surgery,TIER I,NABH,GENERAL WARD,GS008,1000.0
2319,Tongue Tie excision,ENT Procedure,TIER I,NABH,GENERAL WARD,EP047,8500.0
2320,Tongue composite resection/Commando (TMH - Head & Neck) (G4S11),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH210,22500.0
2321,Tongue wide excision per oral (TMH - Head & Neck) (G2S11),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH039,11250.0
2322,Tongue wide excision per oral with neck dissection (TMH - Head & Neck) (G3S17),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH094,18000.0
2323,Tongue/Floor of the Mouth - Pull through neck (TMH - Head & Neck) (G4S10),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH209,22500.0
2324,Tonsillectomy,ENT Procedure,TIER I,NABH,GENERAL WARD,EP033,26125.0
2325,Tonsillectomy (TMH - Head & Neck) (G2S12),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH040,11250.0
2326,Tooth Splinting -General,Dental Procedure,TIER I,NABH,GENERAL WARD,DP056,1500.0
2327,Tooth Supported Overdenture Per Arch,Dental Procedure,TIER I,NABH,GENERAL WARD,DP068,7500.0
2328,Torsion Testis Operation,Paediatric Surgery Procedure,TIER I,NABH,GENERAL WARD,PS012,33250.0
2329,Total Amputation & Excision of External Auditory Meatus,ENT Procedure,TIER I,NABH,GENERAL WARD,EP061,19000.0
2330,Total Amputation of Pinna,ENT Procedure,TIER I,NABH,GENERAL WARD,EP060,19000.0
2331,Total Ankle Joint Replacement (TAR) - Unilateral,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR088,122550.0
2332,Total Colectomy,Abdomen/GI Surgery Procedure,TIER I,NABH,GENERAL WARD,AG069,41800.0
2333,Total Elbow Joint Replacement - Unilateral,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR091,104500.0
2334,Total Esophagectomy (Trans Thoracic) (TMH - G.I. Surgery) (G6S17),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH364,40500.0
2335,Total Esophagectomy (Transhiatal) (TMH - Thoracic & Paediatric) (G5S29),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH326,31500.0
2336,Total Finger Joint Replacement,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR093,59850.0
2337,Total Hip Replacement (THR),Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR087,122550.0
2338,Total Hip Replacement (THR) Revision Stage-I,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR110,92150.0
2339,Total Hip Replacement (THR) Revision Stage-II,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR111,122550.0
2340,Total Iron Binding Capacity (TIBC),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB075,300.0
2341,Total Knee Joint Replacement (TKR) - Unilateral,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR089,144400.0
2342,Total Knee Replacement (TKR) Revision Stage-I,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR112,92150.0
2343,Total Knee Replacement (TKR) Revision Stage-II,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR113,122550.0
2344,Total Leucocytic Count (TLC),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB008,50.0
2345,Total Protein Albumin/Globulin Ratio (A/G Ratio),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB080,70.0
2346,"Total Red Cell count with MCV,MCH,MCHC,DRW",Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB011,50.0
2347,Total Shoulder Joint Replacement - Unilateral,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR090,122550.0
2348,Total Thyroidectomy,ENT Procedure,TIER I,NABH,GENERAL WARD,EP081,50350.0
2349,Total Wrist Joint Replacement - Unilateral,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR092,122550.0
2350,Total amputation of the Penis,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU084,40850.0
2351,Trabeculectomy per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP070,19000.0
2352,Trabeculectomy with Trabeculotomy- Both Eyes,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP072,33250.0
2353,Trabeculotomy /kahook dual blade goniotomy excluding blade cost per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP071,19000.0
2354,Tracheal Resection (TMH - G.I. Surgery) (G6S18),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH365,40500.0
2355,Tracheal Stenosis Excision,ENT Procedure,TIER I,NABH,GENERAL WARD,EP091,40850.0
2356,Tracheal Stent (TMH - Thoracic & Paediatric) (G4S80),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH279,22500.0
2357,Tracheal resection with anastomosis (TMH - Head & Neck) (G4S12),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH211,22500.0
2358,Tracheal wall partial resection (TMH - Head & Neck) (G3S18),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH095,18000.0
2359,Tracheoesophageal Fistula (Correction Surgery),Paediatric Surgery Procedure,TIER I,NABH,GENERAL WARD,PS002,50350.0
2360,Tracheostom?y (TMH - Thoracic & Paediatric) (G1S21),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH021,4500.0
2361,Tracheostomy,ENT Procedure,TIER I,NABH,GENERAL WARD,EP092,13400.0
2362,Trans Oral Surgery,Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS041,50350.0
2363,Trans Sphenoidal Surgery,Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS040,50350.0
2364,Trans Thoracic Needle Biopsy (TMH - Thoracic & Paediatric) (G1S22),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH022,4500.0
2365,Trans-obturator tapes for Stress incontinence,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG069,40850.0
2366,Trans-sphenoidal surgery (TMH - Head & Neck) (G6S7),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH354,40500.0
2367,Transarterial Chemoembolization (TACE),Interventional Radiological Procedure,TIER I,NABH,GENERAL WARD,RP007,53000.0
2368,Transcatheter Aortic Valve Implantation (TAVI) / Transcatheter Aortic,Cardiology Procedure,TIER,NABH,GENERAL,CP021,95000.0
2369,Transcervical/Hysteroscopic Polypectomy,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG039,12730.0
2370,Transjugular Intrahepatic Portosystemic Shunt (TIPS),Gastroenterology/ Interventional Radiology Procedures,TIER I,NABH,GENERAL WARD,MG039,50350.0
2371,Transrectal Ultrasound (TRUS) guided prostate biopsy,Nephrology And Urology - Biopsy,TIER I,NABH,GENERAL WARD,NU003,9200.0
2372,Transurethral Resection of Prostate (TMH - Genitourinary / Gynaecology) (G5S37),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH334,31500.0
2373,Transurethral Resection of Prostate (TURP),Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU059,59850.0
2374,Transurethral Resection of Prostate (TURP) with Cystolithotripsy,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU136,59850.0
2375,Transvaginal tapes for Stress incontinence,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG068,33250.0
2376,Treadmill Test (TMT),Cardiology Investigation,TIER I,NABH,GENERAL WARD,CI002,1120.0
2377,Tricuspid Valve - Biological,Cardiovascular And Cardiac Surgery,TIER I,NABH,GENERAL WARD,IMCV10U100,0.0
2378,Tricuspid Valve - Mechanical,Cardiovascular And Cardiac Surgery,TIER I,NABH,GENERAL WARD,IMCV09U100,0.0
2379,Triglycerides,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB100,150.0
2380,"Triple Marker Test (AFP,HCG,UE3)",Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB102,1500.0
2381,Triple Phase CT abdomen,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI071,5175.0
2382,Trisomy 12,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA163,2425.0
2383,Trisomy 21,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA164,2425.0
2384,"Trisomy 4, 10 & 17",Oncology Investigations,TIER I,NABH,GENERAL WARD,CA165,3485.0
2385,Trisomy 8,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA166,2425.0
2386,Troponin I,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB111,700.0
2387,Troponin T,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB112,700.0
2388,Trucut Needle Biopsy- (excluding the cost of Needle/Biopsy Gun if used),Biopsies,TIER I,NABH,GENERAL WARD,BY010,3850.0
2389,Tube Plaster (or plaster cylinder),Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR012,5000.0
2390,Tubular external fixator,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR094,33250.0
2391,Turbinectomy,ENT Procedure,TIER I,NABH,GENERAL WARD,EP023,12730.0
2392,Twist Drill Craniostomy,Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS009,40850.0
2393,Tympanoplasty,ENT Procedure,TIER I,NABH,GENERAL WARD,EP011,33250.0
2394,Tympanotomy,ENT Procedure,TIER I,NABH,GENERAL WARD,EP010,26125.0
2395,Typhidot IgM,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB263,400.0
2396,UBM- Ultrasound bio microscopy- Both Eyes,Ophthalmology Investigation,TIER I,NABH,GENERAL WARD,OI016,1000.0
2397,UGT1A1 Gene Analysis,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB330,6000.0
2398,USG Breast including relevant Lymph nodes- Bilateral/Unilateral,Radiological,TIER,NABH,GENERAL,RI025,800.0
2399,USG Colour Doppler Pregnancy / Fetal Doppler/Umbilical Doppler/ Uterine Vessel Doppler,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI017,1675.0
2400,USG Guided Intervention - Specialized Procedures excluding cost of Catheter or biopsy gun,Interventional Radiological Procedure,TIER I,NABH,GENERAL WARD,RP003,3000.0
2401,USG Guided Intervention - Specialized Procedures excluding cost of Catheter or biopsy gun,Interventional Radiology,TIER I,NABH,GENERAL WARD,IMRP01U100,0.0
2402,USG Guided Intervention -Therapeutic,Interventional Radiological Procedure,TIER I,NABH,GENERAL WARD,RP002,2000.0
2403,USG Guided Intervention- Diagnostic,Interventional Radiological Procedure,TIER I,NABH,GENERAL WARD,RP001,1000.0
2404,USG Hysterosalpingography (HSG),Radiological Investigation,TIER I,NABH,GENERAL WARD,RI026,2400.0
2405,"USG Large Parts (Joints/Chest,...etc)",Radiological Investigation,TIER I,NABH,GENERAL WARD,RI023,800.0
2406,USG Neonatal spine,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI024,1000.0
2407,USG Obstetrics for Anomalies scan,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI019,2000.0
2408,"USG Small parts (scrotum, thyroid, parathyroid etc)",Radiological Investigation,TIER I,NABH,GENERAL WARD,RI022,770.0
2409,USG Transvaginal sonography (TVS for Follicular monitoring / aspiration) /TVS for follicular monitoring/pelvic pathology/ET measurement,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI014,1000.0
